object_number,title,title.type,object_name,platform_raw_first,platform_norm,object_name.type,object_category,broadcast_standard,title.language,place_of_publication,title_primary,alt_titles,accessory_type
35546,Sonic Blast Man II;ソニックブラストマンII;Sonic Blast Man 2,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Sonic Blast Man II,ソニックブラストマンII|Sonic Blast Man 2,
35547,Gradius III;グラディウスIII;Gradius 3,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Gradius III,グラディウスIII|Gradius 3,
35548,Mr. Do!;ミスタードゥ,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Mr. Do!,ミスタードゥ,
35550,Popeye Ijiwaru Majo Sea Hag no Maki;ポパイ いじわる魔女シーハッグの巻,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Popeye Ijiwaru Majo Sea Hag no Maki,ポパイ いじわる魔女シーハッグの巻,
35551,Hiryu no Ken S Hyper Version;ハイパーバージョン 飛龍の拳S,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Hiryu no Ken S Hyper Version,ハイパーバージョン 飛龍の拳S,
35552,R-Type 3 The Third Lightning;アールタイプ3 ザ・サードライトニング,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,R-Type 3 The Third Lightning,アールタイプ3 ザ・サードライトニング,
35553,Disney's Beauty and The Beast;美女と野獣,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Disney's Beauty and The Beast,美女と野獣,
35554,Majuuou;魔獣王,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Majuuou,魔獣王,
35556,Judge Dredd;ジャッジ・ドレッド,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Judge Dredd,ジャッジ・ドレッド,
35557,Tiny Toon Adventures Buster Busts Loose;タイニートゥーン アドベンチャーズ,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Tiny Toon Adventures Buster Busts Loose,タイニートゥーン アドベンチャーズ,
35558,Zig Zag Cat Dachou Club mo Oosawagi da;ジグザグキャット ダチョウ倶楽部も大騒ぎダ,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Zig Zag Cat Dachou Club mo Oosawagi da,ジグザグキャット ダチョウ倶楽部も大騒ぎダ,
35560,Yoshi no Cookie;ヨッシーのクッキー;Yoshi's Cookie,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Yoshi no Cookie,ヨッシーのクッキー|Yoshi's Cookie,
35561,Marvel Super Heroes War of the Gems;マーヴル・スーパーヒーローズ ウォー オブ ザ ジェム,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Marvel Super Heroes War of the Gems,マーヴル・スーパーヒーローズ ウォー オブ ザ ジェム,
35562,Arcus Spirits;アークス・スピリッツ,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Arcus Spirits,アークス・スピリッツ,
35563,Flying Hero Bugyuru no Daibouken;フライングヒーロー ぶぎゅる〜の大冒険,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Flying Hero Bugyuru no Daibouken,フライングヒーロー ぶぎゅる〜の大冒険,
35564,Kuusou Kagaku Sekai Gulliver Boy;空想科学世界 ガリバーボーイ,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Kuusou Kagaku Sekai Gulliver Boy,空想科学世界 ガリバーボーイ,
35566,Yogi Bear;ヨギーベア;Adventures of Yogi Bear;Yogi Bear's Cartoon Capers,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;,Japan,Yogi Bear,ヨギーベア|Adventures of Yogi Bear|Yogi Bear's Cartoon Capers,
35567,Super Star Wars;スーパー・スター・ウォーズ,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Super Star Wars,スーパー・スター・ウォーズ,
35568,Darius Force;ダライアスフォース;Super Nova,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Darius Force,ダライアスフォース|Super Nova,
35569,Thunder Spirits;サンダースピリッツ;Thunder Force III,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Thunder Spirits,サンダースピリッツ|Thunder Force III,
35570,"Ys V Expert;イースVエキスパート;イースV 失われた砂の都ケフィン;Ys 5 Lost Kefin, Kingdom of Sand",Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;;,Japan,Ys V Expert,"イースVエキスパート|イースV 失われた砂の都ケフィン|Ys 5 Lost Kefin, Kingdom of Sand",soundtrack
35571,The Firemen;ザ・ファイヤーメン,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,The Firemen,ザ・ファイヤーメン,
35572,Kiki Kaikai Nazo no Kuro Manto;奇々怪界 謎の黒マント;Pocky & Rocky,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Kiki Kaikai Nazo no Kuro Manto,奇々怪界 謎の黒マント|Pocky & Rocky,
35573,Rockman's Soccer;ロックマンズサッカー;Mega Man's Soccer,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Rockman's Soccer,ロックマンズサッカー|Mega Man's Soccer,
35575,Hamelin no Violin Hiki;ハーメルンのバイオリン弾き,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Hamelin no Violin Hiki,ハーメルンのバイオリン弾き,
35576,Holy Umbrella Dondera no Mubo!!;ホーリーアンブレラ ドンデラの無謀！！,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Holy Umbrella Dondera no Mubo!!,ホーリーアンブレラ ドンデラの無謀！！,
35577,Super R-Type;スーパー・アールタイプ,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Super R-Type,スーパー・アールタイプ,
35578,Parodius da! Shinwa Kara Owarai he;パロディウスだ！ −神話からお笑いへ−;Parodius,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Parodius da! Shinwa Kara Owarai he,パロディウスだ！ −神話からお笑いへ−|Parodius,
35579,Jikkyou Oshaberi Parodius Forever With Me;実況おしゃべりパロディウス Forever With Me,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Jikkyou Oshaberi Parodius Forever With Me,実況おしゃべりパロディウス Forever With Me,
35580,Gokujou Parodius Kako no Eikou o Motomete;極上パロディウス 過去の栄光を求めて,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Gokujou Parodius Kako no Eikou o Motomete,極上パロディウス 過去の栄光を求めて,
35581,Battle Blaze;バトルブレイズ,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Battle Blaze,バトルブレイズ,
35582,Super Cup Soccer;スーパーカップサッカー;Super Goal!,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Super Cup Soccer,スーパーカップサッカー|Super Goal!,
35583,Super Famista;スーパーファミスタ;Super Batter Up,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Super Famista,スーパーファミスタ|Super Batter Up,
35584,Barbarossa;バルバロッサ,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Barbarossa,バルバロッサ,
35585,Justice League Task Force;ジャスティスリーグ Task Force,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Justice League Task Force,ジャスティスリーグ Task Force,
35586,Iron Commando Kotetsu no Senshi;アイアンコマンドー 鋼鉄の戦士,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Iron Commando Kotetsu no Senshi,アイアンコマンドー 鋼鉄の戦士,
35587,Super Star Wars The Empire Strikes Back;スーパー・スター・ウォーズ 帝国の逆襲,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Super Star Wars The Empire Strikes Back,スーパー・スター・ウォーズ 帝国の逆襲,
35588,Super SWIV;スーパーSWIV;Firepower 2000,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Super SWIV,スーパーSWIV|Firepower 2000,
35593,Jikkyou World Soccer Perfect Eleven;実況ワールドサッカー パーフェクトイレブン;International Superstar Soccer,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Jikkyou World Soccer Perfect Eleven,実況ワールドサッカー パーフェクトイレブン|International Superstar Soccer,
35601,Tatakae Genshijin 3 Shuyaku ha Yappari Joe & Mac;戦え原始人3 主役はやっぱりジョー アンド マック;Joe & Mac 2 Lost in the Tropics,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Tatakae Genshijin 3 Shuyaku ha Yappari Joe & Mac,戦え原始人3 主役はやっぱりジョー アンド マック|Joe & Mac 2 Lost in the Tropics,soundtrack
35602,BlaZeon;ブレイゾン;BlaZeon The Bio-Cyborg Challenge,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,BlaZeon,ブレイゾン|BlaZeon The Bio-Cyborg Challenge,
35604,Chou Makaimura;超魔界村;Super Ghouls 'n Ghosts,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Chou Makaimura,超魔界村|Super Ghouls 'n Ghosts,soundtrack
35605,Mask;マスク;The Mask,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Mask,マスク|The Mask,
35606,Super High Impact;スーパーハイインパクト,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Super High Impact,スーパーハイインパクト,
35614,SD The Great Battle Aratanaru Chousen;SD ザ・グレイトバトル 新たなる挑戦,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,SD The Great Battle Aratanaru Chousen,SD ザ・グレイトバトル 新たなる挑戦,
35616,Dragon Slayer Eiyuu Densetsu;ドラゴンスレイヤー英雄伝説,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Dragon Slayer Eiyuu Densetsu,ドラゴンスレイヤー英雄伝説,
35617,Exhaust Heat;エキゾースト・ヒート;F1 ROC Race of Champions.,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Exhaust Heat,エキゾースト・ヒート|F1 ROC Race of Champions.,
35622,Super Momotarou Dentetsu II;スーパー桃太郎電鉄II;Super Momotarou Dentetsu 2,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Super Momotarou Dentetsu II,スーパー桃太郎電鉄II|Super Momotarou Dentetsu 2,
35625,Power Athlete;パワーアスリート;Power Moves,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Power Athlete,パワーアスリート|Power Moves,
35627,Elnard;エルナード;The 7th Saga,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Elnard,エルナード|The 7th Saga,
35628,Feda The Emblem Of Justice;フェーダ エンブレム・オブ・ジャスティス,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Feda The Emblem Of Justice,フェーダ エンブレム・オブ・ジャスティス,
35629,America Oudan Ultra Quiz;アメリカ横断ウルトラクイズ,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,America Oudan Ultra Quiz,アメリカ横断ウルトラクイズ,
35631,Super Sangokushi II;スーパー三国志II;Super Sangokushi 2,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Super Sangokushi II,スーパー三国志II|Super Sangokushi 2,
35632,Cosmo Gang The Video;コズモギャング ザ ビデオ,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Cosmo Gang The Video,コズモギャング ザ ビデオ,
35634,Pikiinya!;ピキーニャ！,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Pikiinya!,ピキーニャ！,
35637,Super Daikoukai Jidai;スーパー大航海時代,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Super Daikoukai Jidai,スーパー大航海時代,
35645,Nobunaga Kou Ki;信長公記,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Nobunaga Kou Ki,信長公記,
35647,Super Mario Kart;スーパーマリオカート,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Super Mario Kart,スーパーマリオカート,
35648,Lemmings;レミングス,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,Lemmings,レミングス,
35649,Pipe Dream;パイプドリーム;Pipe Mania,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Pipe Dream,パイプドリーム|Pipe Mania,
36825,"Yapon Super Nintendo Entertainment System SNES Rental Unit, Cased;Super Nintendo Entertainment System SNES",System Bundle Description;Console Description,Nintendo Super Nintendo Entertainment System,Nintendo Super Nintendo Entertainment System,SNES,,System Bundle,PAL,Swedish;,Sweden,"Yapon Super Nintendo Entertainment System SNES Rental Unit, Cased",Super Nintendo Entertainment System SNES,
36839,Volleyball Twin;ツイン バレーボールTwin;Dig & Spike Volleyball,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Volleyball Twin,ツイン バレーボールTwin|Dig & Spike Volleyball,
36840,TwinBee Rainbow Bell Adventure;ツインビー レインボーベルアドベンチャー;Pop'n TwinBee Rainbow Bell Adventures,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,TwinBee Rainbow Bell Adventure,ツインビー レインボーベルアドベンチャー|Pop'n TwinBee Rainbow Bell Adventures,
36841,Rushing Beat;ラッシング・ビート;Rival Turf!,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Rushing Beat,ラッシング・ビート|Rival Turf!,
36842,Area 88;エリア88;U.N. Squadron.,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Area 88,エリア88|U.N. Squadron.,
36843,ActRaiser;アクトレイザー,Game Title;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;,Japan,ActRaiser,アクトレイザー,
36844,Ninja Ryukenden Tomoe;忍者龍剣伝 巴;Ninja Gaiden Trilogy,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Nintendo Super Famicom,SFC,Cartridge,Game,NTSC-J,Japanese;;,Japan,Ninja Ryukenden Tomoe,忍者龍剣伝 巴|Ninja Gaiden Trilogy,
